admin_id,lan_name,east_west,mean_livespace_district,mean_vacancy_district,total_population,income_weighted_sum,mean_income_district,mean_green_area_district
08222,Baden-Württemberg,West,54.7899137931,4.54644859813,313693,0,0,3691500
08225,Baden-Württemberg,West,64.83685742842962,5.212046459664444,144470,3122401000,21612.798504879906,0
08226,Baden-Württemberg,West,63.810815069764814,4.419900301381296,554521,14135075000,25490.603602027695,90629.62962962962
08231,Baden-Württemberg,West,56.0593442623,5.97963636364,133110,0,0,1530700
08235,Baden-Württemberg,West,60.310459371344,5.6994291889664,159421,3737797000,23446.07674020361,0
08236,Baden-Württemberg,West,63.479678903935714,4.672571556274286,197899,4930797000,24915.72468784582,40653.571428571435
08237,Baden-Württemberg,West,61.35136659456875,6.402269220250625,120401,2833207000,23531.424157606663,0
08311,Baden-Württemberg,West,56.3510784314,3.33288888889,233040,0,0,4347500
08315,Baden-Württemberg,West,60.44626444799,3.2553304673200603,268937,6518562000,24238.249106668103,101138
08316,Baden-Württemberg,West,60.1351045658375,2.70890962562075,166850,3977047000,23836.06233143542,79220.83333333334
08317,Baden-Württemberg,West,59.87896405037692,4.06027520069125,437242,9730080000,22253.305949565685,59857.69230769231
08325,Baden-Württemberg,West,64.63577088495238,5.260827612871905,138933,3309082000,23817.825858507338,0
08326,Baden-Württemberg,West,62.007760138305,5.3999789347045,210596,4741898000,22516.562517806608,106410
08327,Baden-Württemberg,West,64.41132548817143,4.292506689482857,142895,3486514000,24399.13222995906,0
08335,Baden-Württemberg,West,62.71624975241034,3.0825797734324136,417128,10183917000,24414.369210410234,148375.8620689655
08336,Baden-Württemberg,West,61.67651552705143,4.200091270889429,233949,6157677000,26320.595514406985,0
08337,Baden-Württemberg,West,65.60542175025626,6.347624411727187,170100,4062884000,23885.267489711936,0
08415,Baden-Württemberg,West,62.24286655516296,5.563298611824444,289654,6934874000,23941.923812548765,92244.44444444444
08416,Baden-Württemberg,West,62.53872667606,4.158619172598667,229642,5765285000,25105.53383091943,80733.33333333333
08417,Baden-Württemberg,West,66.61175605738,5.7760107759156,191793,4383843000,22857.158499006742,0
08421,Baden-Württemberg,West,57.5581927711,4.12945205479,127116,0,0,2103800
08425,Baden-Württemberg,West,61.47973476784,4.486110909499272,198553,4854828000,24451.04329826293,18989.090909090908
08426,Baden-Württemberg,West,65.53284715584445,4.076751118596222,203323,5127886000,25220.39316752163,0
08435,Baden-Württemberg,West,63.126281932892,6.0932596976788,234749,6478455000,27597.369956847528,29656
08436,Baden-Württemberg,West,63.3978419813,4.389377945805718,285421,6972324000,24428.209557110375,0
08437,Baden-Württemberg,West,65.608018776712,4.244720348026,131515,2933540000,22305.74459187165,0
09161,Bayern,West,56.630625,3.51157303371,136468,0,0,2254600
09162,Bayern,West,50.3750825083,2.75296928328,1478638,0,0,29788100
09163,Bayern,West,53.1413513514,3.22970588235,63284,0,0,658000
09171,Bayern,West,68.68239152249583,2.956567254504625,111881,2600191000,23240.684298495722,NA
09172,Bayern,West,60.35932570745882,3.221089997585706,103867,2275432000,21907.16974592508,30.769230769230766
09173,Bayern,West,67.79671546510434,3.117702767414087,129131,3599569000,27875.328155129286,0
09174,Bayern,West,61.48862686272353,2.595840550229,150689,4474515000,29693.706906277166,177035.29411764708
09175,Bayern,West,63.7264908154625,2.6208300277818335,141747,4558053000,32156.25727528625,79729.16666666667
09176,Bayern,West,65.0388620637,4.2398181771029035,133409,3606888000,27036.31689016483,44432.258064516136
09177,Bayern,West,65.24487073988846,2.4601759896262694,137644,3876185000,28160.944174827815,97976.92307692306
09178,Bayern,West,66.07286560098333,2.3600901361497084,180064,4983901000,27678.497645281677,141383.3333333333
09179,Bayern,West,63.01707980340435,2.986835806076087,214553,6309888000,29409.460599478916,145026.08695652173
09180,Bayern,West,57.854603666608696,3.7853238846252175,89200,2159940000,24214.57399103139,0
09181,Bayern,West,67.83312455630312,3.5787442523209374,119086,3404461000,28588.255546411838,128846.875
09182,Bayern,West,67.35609363572352,4.249082173545882,96154,3252935000,33830.469871248206,0
09183,Bayern,West,69.21703224405626,3.493899000870125,119652,2757213000,23043.601444188145,0
09184,Bayern,West,60.51971024631666,2.3350648854642335,348611,13305612000,38167.50475458319,351120
09185,Bayern,West,68.80334964507777,4.291163486788889,97166,2407519000,24777.380976884917,38383.33333333333
09186,Bayern,West,68.91690515504737,4.3007995031278945,127528,3577099000,28049.518537105578,59836.84210526316
09187,Bayern,West,64.58203377492917,3.5257245759022293,254051,6876124000,27065.91983499376,31558.33333333333
09188,Bayern,West,65.13533427402857,4.089908570992143,138325,5521819000,39919.168624615944,444500
09189,Bayern,West,68.53110508674445,4.38486080678,170443,4248284000,24924.954383576915,55.555555555555564
09190,Bayern,West,66.77048242632058,3.7807845080447944,136598,3526362000,25815.619555191144,0
09261,Bayern,West,67.046440678,4.6932,67880,0,0,1233400
09262,Bayern,West,61.3053125,4.90672413793,51907,0,0,707400
09263,Bayern,West,66.8236956522,4.99431818182,46167,0,0,NA
09271,Bayern,West,69.94933446150769,4.49636958982077,119231,2826603000,23706.94701881222,0
09272,Bayern,West,64.06628413948889,6.038561875116111,77917,1535612000,19708.304991208595,0
09273,Bayern,West,66.29261599556666,3.664333566595,123830,2963699000,23933.610595170798,80759.25925925928
09274,Bayern,West,70.38260490430285,2.8257748026622287,159168,4001755000,25141.705619219945,31788.571428571435
09275,Bayern,West,69.85480411713421,4.4836581030747364,191740,3962674000,20666.91352873683,50031.57894736841
09276,Bayern,West,64.67988876049583,6.840449439295833,77243,1562206000,20224.56403816527,NA
09277,Bayern,West,72.90805632408065,3.607153953766645,118818,2697345000,22701.484623541888,0
09278,Bayern,West,69.62175414612162,4.994375594474595,102067,2333247000,22859.95473561484,0
09279,Bayern,West,70.97149017979334,2.8198033284065334,98561,2332367000,23664.197806434593,0
09361,Bayern,West,60.5535555556,3.28928571429,41876,0,0,NA
09362,Bayern,West,56.7995652174,3.08112903226,145901,0,0,2846200
09363,Bayern,West,61.2082608696,5.31317073171,42047,0,0,NA
09371,Bayern,West,64.57647921800357,4.892642496225714,103243,2242805000,21723.55510785235,0
09372,Bayern,West,66.12342914866667,6.6423417784346155,126660,2725978000,21522.011684825517,0
09373,Bayern,West,66.38870043483158,3.409263184723684,136136,3259669000,23944.210201563143,0
09374,Bayern,West,67.27253651541025,5.701809735558718,95187,1985007000,20853.761543067856,0
09375,Bayern,West,68.17690740778838,4.180886184761117,190526,4891021000,25671.147244995434,51758.13953488373
09376,Bayern,West,64.49107489198235,5.073274123102941,147256,3217176000,21847.503667083176,0
09377,Bayern,West,63.49213561196923,6.161786516442308,72531,1471406000,20286.58091023149,0
09461,Bayern,West,56.8024324324,5.0972972973,72764,0,0,1893900
09462,Bayern,West,57.204137931,4.7087037037,72289,0,0,1779700
09463,Bayern,West,60.85075,4.21611111111,40296,0,0,NA
09464,Bayern,West,60.4429166667,6.04604651163,45598,0,0,NA
09471,Bayern,West,56.01760214035333,3.7911383963248886,146853,3374513000,22978.849597897217,34206.66666666666
09472,Bayern,West,65.09107079810465,5.64660774187814,102845,2270109000,22073.11001993291,20453.488372093034
09473,Bayern,West,56.04139364453,4.173064480322,84106,1814853000,21578.163270159086,NA
09474,Bayern,West,66.2251956933069,4.69190229525,114933,2988262000,26000.03480288516,0
09475,Bayern,West,65.06134789481666,6.701603781248333,92878,1824140000,19640.17313034303,0
09476,Bayern,West,60.4516862225,5.0755024844675,65099,1287501000,19777.58490913839,0
09477,Bayern,West,67.52691325422273,6.53451602048,71505,1543849000,21590.783861268443,37436.36363636363
09478,Bayern,West,60.80533713179231,4.718072653790769,67373,1337282000,19848.930580499607,0
09479,Bayern,West,57.71142789152308,7.8866792641346155,70884,1471212000,20755.20568816658,0
09561,Bayern,West,61.7878378378,5.13532258065,39601,0,0,NA
09562,Bayern,West,55.630625,4.18968253968,112220,0,0,1682200
09563,Bayern,West,57.5578333333,3.31839285714,130126,0,0,1571000
09564,Bayern,West,55.4335502959,3.33465838509,522554,0,0,9545300
09565,Bayern,West,62.6497222222,3.55033333333,40865,0,0,497400
09571,Bayern,West,66.42456957518135,4.596593851590339,185708,4154778000,22372.638766235166,850
09572,Bayern,West,60.68139881602647,3.82234729721,137484,4063749000,29557.97765558174,45761.76470588234
09573,Bayern,West,63.46200742277857,3.88186912906,117191,3025788000,25819.28646397761,72400
09574,Bayern,West,64.44645053618719,4.157240947243846,168700,4336002000,25702.442205097806,66420.5128205128
09575,Bayern,West,68.3160080316282,5.149082980866667,100023,2226594000,22260.82001139738,0
09576,Bayern,West,67.499912054115,3.825659187895,127255,3143060000,24698.911634120468,53870
09577,Bayern,West,68.65899171012963,6.549687793066297,94124,2001269000,21262.04793676427,0
09661,Bayern,West,60.6367391304,4.079,71692,0,0,2097100
09662,Bayern,West,54.1765384615,5.02230769231,53242,0,0,912600
09663,Bayern,West,57.4006097561,3.71866666667,131316,0,0,4341100
09671,Bayern,West,66.35688851034872,5.385430689115128,170549,4243167000,24879.459861975152,48328.205128205125
09672,Bayern,West,56.32930733038158,4.257307500229474,103047,2138179000,20749.55117567712,36565.789473684184
09673,Bayern,West,64.11594549062046,5.288941288741818,79114,1685102000,21299.668832317922,0
09674,Bayern,West,66.29877077469615,5.329667613162693,83123,1758832000,21159.390301120027,0
09675,Bayern,West,65.51973750065162,4.4572450076803225,90400,2065569000,22849.214601769912,59735.483870967735
09676,Bayern,West,62.3721228774,4.9899379158420585,126496,2800911000,22142.28908423982,36638.23529411765
09677,Bayern,West,61.53260752259796,6.0369573021261225,125045,2814726000,22509.704506377704,24258
09678,Bayern,West,57.90536610511667,4.089285193269444,114486,2593253000,22651.26740387471,30952.777777777785
09679,Bayern,West,63.93659649615091,5.1907207158150905,159854,3888694000,24326.535463610544,49805.45454545455
09761,Bayern,West,54.8327884615,4.39757575758,294647,0,0,6047300
09762,Bayern,West,58.8202777778,3.32935483871,45186,0,0,NA
09763,Bayern,West,59.6273770492,4.5378,65050,0,0,789600
09764,Bayern,West,62.4452631579,3.6066,43300,0,0,NA
09771,Bayern,West,65.42074247779166,3.5310178611104166,134361,3566784000,26546.274588608303,45870.83333333333
09772,Bayern,West,64.26400509278085,3.6053686378599363,258116,6561735000,25421.65150552465,59482.97872340427
09773,Bayern,West,65.14106341477037,5.946768119911852,96914,2305005000,23784.02501186619,0
09774,Bayern,West,62.19167532060833,4.171396881910278,127608,3030703000,23750.10187449063,0
09775,Bayern,West,59.05857847029524,3.8733025782187145,178576,4284334000,23991.65621360093,81628.5714285714
09776,Bayern,West,64.19102429893684,4.0761868595568425,81771,2028531000,24807.46230326155,0
09777,Bayern,West,66.45364006486666,3.798502664484889,139750,3365855000,24084.83005366726,0
09778,Bayern,West,68.08778890086603,4.940289216293717,142261,3515037000,24708.367015555916,0
09779,Bayern,West,67.00383705017111,5.938715961858667,133399,3395139000,25451.00787861978,0
09780,Bayern,West,61.01214049304828,4.427313414150345,152066,3756757000,24704.77950363658,17265.51724137931
10041,Saarland,West,65.28683151954,5.312283915786,329138,5971183000,18141.882736116764,791220
10042,Saarland,West,71.54289592774286,3.7507975800385713,108960,1733133000,15906.13986784141,0
10043,Saarland,West,67.01717259735715,5.455655944741428,132824,2367240000,17822.381497319762,357185.71428571426
10044,Saarland,West,69.82909920392308,5.155662602516154,204475,3783247000,18502.24721848637,362384.6153846154
10045,Saarland,West,69.82016404011428,4.9675156660385715,143834,3029744000,21064.171197352505,337771.4285714286
10046,Saarland,West,71.82758083145,4.7967379698775,87633,1774191000,20245.695114853992,0
11000,Berlin,East,53.4685971686,2.13534045394,3596999,0,0,72615200
12051,Brandenburg,East,54.8317391304,7.35166666667,73552,0,0,1036500
12052,Brandenburg,East,56.7052,4.99454545455,93926,0,0,3449900
12053,Brandenburg,East,58.5125,3.33763636364,55841,0,0,3674400
12054,Brandenburg,East,55.1229104478,2.89382608696,182806,0,0,9298600
12060,Brandenburg,East,58.616348982972,3.7194863795568,190278,3872637000,20352.5210481506,188304
12061,Brandenburg,East,60.392392762113516,5.634357501339027,175251,3620850000,20660.93774072616,234921.6216216216
12062,Brandenburg,East,60.153866303648485,5.708973483151212,98980,1598635000,16151.091129521115,0
12063,Brandenburg,East,58.40479145225769,3.6762070910657694,167305,3428113000,20490.200531962582,211957.6923076923
12064,Brandenburg,East,59.827394185193334,3.6905640685191776,191548,3864040000,20172.698227076242,238764.4444444445
12065,Brandenburg,East,59.30851637881579,4.025518611205263,216097,4683103000,21671.300388251573,472736.8421052632
12066,Brandenburg,East,58.390402072492,5.45060606061668,109208,1805574000,16533.349205186434,0
12067,Brandenburg,East,59.60232266449189,3.263045256847135,178238,3409041000,19126.342306354425,268110.81081081077
12068,Brandenburg,East,61.55322217689565,4.224562722756087,98999,1648081000,16647.450984353378,0
12069,Brandenburg,East,59.581381575807896,3.9628389975427107,218536,5266209000,24097.672694659002,210978.947368421
12070,Brandenburg,East,63.13303899124615,6.335983121354231,76341,1218390000,15959.838094863835,0
12071,Brandenburg,East,58.37267518863793,5.040479199982414,111130,1988171000,17890.49761540538,119658.62068965516
12072,Brandenburg,East,59.6326033260875,3.982232560258125,173560,3452330000,19891.276791887532,292287.5
12073,Brandenburg,East,61.55006069673,6.411085654456667,83440,1258838000,15086.744966442953,0
13003,Mecklenburg-Vorpommern,East,53.7565178571,3.27376344086,406940,0,0,3646100
13004,Mecklenburg-Vorpommern,East,54.4748101266,3.40547945205,96447,0,0,3695600
13071,Mecklenburg-Vorpommern,East,61.009389842744895,5.333364301059157,247239,4281678000,17317.971679225364,34538.775510204134
13072,Mecklenburg-Vorpommern,East,59.95979725777719,4.748761078325518,227012,4226931000,18619.857100065194,49591.22807017542
13073,Mecklenburg-Vorpommern,East,60.158985769779505,5.465017770229541,321837,5580290000,17338.87029769728,51653.278688524566
13074,Mecklenburg-Vorpommern,East,60.539936367989775,3.676109543697023,208501,3577511000,17158.24384535326,0
13075,Mecklenburg-Vorpommern,East,60.020358968507644,7.074281645303274,329329,5561084000,16886.104776682285,80130.57324840761
13076,Mecklenburg-Vorpommern,East,62.9898842459838,3.7426107725775846,208824,3729604000,17860.035244991,50394.366197183044
14511,Sachsen,East,51.2017894737,8.4115,240078,0,0,7304100
14521,Sachsen,East,50.59038774784916,10.288834485108984,324874,5392104000,16597.52396313648,0
14522,Sachsen,East,53.723735465541175,7.776842834031177,292997,5019371000,17131.134448475583,0
14523,Sachsen,East,55.18529710696364,9.123119684034242,221459,3654825000,16503.393404648265,111437.83783783781
14524,Sachsen,East,52.13830487742121,8.372706784300304,310249,5498479000,17722.793627054398,321063.6363636364
14612,Sachsen,East,49.8502325581,5.36374485597,557782,0,0,12041000
14625,Sachsen,East,55.23485401072807,6.601351484714912,296168,5280847000,17830.5792658221,45707.017543859634
14626,Sachsen,East,57.72191913464339,7.628680067098302,247014,3801248000,15388.795776757594,115332.07547169813
14627,Sachsen,East,55.27144299663571,7.103789763037857,240414,4474572000,18611.944395917042,245750
14628,Sachsen,East,53.05006542386111,7.497795901728611,244202,4422552000,18110.220227516566,191997.2222222222
14713,Sachsen,East,51.3011764706,4.62125,598899,0,0,24205900
14729,Sachsen,East,55.71291851999666,6.225127839193,259190,5122307000,19762.749334465065,297533.3333333334
14730,Sachsen,East,56.94243350375,6.550019138963667,200090,3570722000,17845.579489229847,150116.6666666667
15001,Sachsen-Anhalt,East,56.8802803738,6.1946,75938,0,0,2627400
15002,Sachsen-Anhalt,East,53.2904273504,6.6807272727300004,226586,0,0,6959900
15003,Sachsen-Anhalt,East,52.10144,6.03869565217,241517,0,0,9081300
15081,Sachsen-Anhalt,East,66.07563353083846,7.189886495543846,81159,1439682000,17739.030791409456,0
15082,Sachsen-Anhalt,East,56.85919120385,6.942264149034,154059,2658030000,17253.32502482815,0
15083,Sachsen-Anhalt,East,60.00453753807941,8.618786697325882,168411,3256913000,19339.0752385533,204450
15084,Sachsen-Anhalt,East,58.10964848959394,7.277649967633637,174746,2990778000,17115.001201744246,54.545454545454554
15085,Sachsen-Anhalt,East,58.97013517773,6.227766651470501,207617,3588835000,17285.84364478824,0
15086,Sachsen-Anhalt,East,59.245635436,6.8911960489625,88710,1636394000,18446.556194341112,311362.5
15087,Sachsen-Anhalt,East,57.119366524440906,6.058041994564546,131514,2081696000,15828.70264762687,0
15088,Sachsen-Anhalt,East,58.73657194844,6.277527727837,181788,3480029000,19143.337293990804,438685
15089,Sachsen-Anhalt,East,57.48223515916666,8.570245206698095,184199,3085062000,16748.527407857808,0
15090,Sachsen-Anhalt,East,61.726784253352,6.998537739274,107250,1834522000,17105.100233100235,0
15091,Sachsen-Anhalt,East,59.4909435581,6.6471253828300005,122949,2167548000,17629.65131883952,0
16051,Thüringen,East,53.1294545455,3.99839160839,218200,0,0,4258300
16052,Thüringen,East,55.1258536585,8.89376146789,93120,0,0,1838500
16053,Thüringen,East,51.5654878049,3.13779411765,110369,0,0,1980900
16054,Thüringen,East,54.313559322,8.40611111111,35410,0,0,33700
16055,Thüringen,East,53.2906060606,2.68704918033,65494,0,0,3226800
16061,Thüringen,East,57.39707259698182,5.1719244463052725,91184,1724230000,18909.348131251096,0
16062,Thüringen,East,60.31600002747333,8.809073577662,81415,1339451000,16452.1402689922,NA
16063,Thüringen,East,57.06835805734138,6.410558249467586,156177,2858640000,18303.8475575789,0
16064,Thüringen,East,60.214110896676,6.79930881346,89466,1572580000,17577.403706435965,0
16065,Thüringen,East,59.85174393963571,9.899063149543215,72556,1148612000,15830.69628976239,0
16066,Thüringen,East,56.82920383303158,6.643706285911658,120696,2187410000,18123.30151786306,0
16067,Thüringen,East,56.70682672116552,3.882856409905862,136212,2358041000,17311.551111502657,91441.37931034484
16068,Thüringen,East,58.48862536562432,5.649378634317297,67553,1187951000,17585.466226518438,30956.756756756753
16069,Thüringen,East,59.47987648149687,5.707024391413437,61411,1121579000,18263.486997443455,0
16070,Thüringen,East,56.1759957760125,6.733866154100625,106164,1845505000,17383.52925662183,122375
16071,Thüringen,East,57.194605039644735,5.897352739292368,82515,1534445000,18595.95225110586,39781.57894736841
16072,Thüringen,East,58.5754904758125,7.243274636494999,56251,978726000.0000001,17399.264013084216,NA
16073,Thüringen,East,52.73893440939231,7.086253211531923,101106,1757186000,17379.64116867446,0
16074,Thüringen,East,57.41513036672527,3.9894850464424505,83347,1514123000,18166.496694542097,12450.549450549455
16075,Thüringen,East,55.547352193764404,6.646395098075085,78378,1328642000,16951.721146240016,0
16076,Thüringen,East,58.20840100558049,6.737926087202683,88879,1548308000,17420.403019835958,72036.58536585365
16077,Thüringen,East,57.824933307306665,10.528786796537666,87387,1457982000,16684.197878402967,0
